,road_temp_set_4,date_time,wind_cardinal_direction_set_1d,road_temp_set_1,wind_gust_set_1,road_temp_set_3,dew_point_temperature_set_1d,pressure_set_1,altimeter_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,sea_level_pressure_set_1d,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
378,11.7,2018-08-05 18:00:00,W,,4.9,12.5,5.79,88990.0,104194.72,,270.0,37.0,4.0,103382.86,21.1,ODT22,4298,-122.60288,42.06332
379,11.7,2018-08-05 18:15:00,W,,5.4,12.5,5.88,89160.0,104393.76,,270.0,37.0,2.7,103575.15,21.2,ODT22,4298,-122.60288,42.06332
380,11.7,2018-08-05 18:30:00,W,,5.4,12.5,5.7,89160.0,104393.76,,270.0,35.0,3.1,103538.86,21.9,ODT22,4298,-122.60288,42.06332
381,11.7,2018-08-05 18:45:00,SW,,4.5,12.5,5.56,89770.0,105107.99,,225.0,33.0,1.8,104205.71,22.7,ODT22,4298,-122.60288,42.06332
382,11.7,2018-08-05 19:00:00,W,,6.3,12.5,5.21,88990.0,104194.72,,270.0,32.0,3.6,103295.16,22.8,ODT22,4298,-122.60288,42.06332
383,11.7,2018-08-05 19:30:00,S,,5.8,12.5,4.78,88990.0,104194.72,,180.0,28.0,1.3,103208.52,24.5,ODT22,4298,-122.60288,42.06332
384,11.7,2018-08-05 19:45:00,S,,7.2,12.5,4.61,89160.0,104393.76,,180.0,27.0,1.8,103385.42,24.9,ODT22,4298,-122.60288,42.06332
385,11.7,2018-08-05 20:00:00,SW,,4.5,12.5,4.5,89160.0,104393.76,,225.0,26.0,1.8,103360.16,25.4,ODT22,4298,-122.60288,42.06332
386,11.7,2018-08-05 20:15:00,SE,,5.4,12.5,3.94,89160.0,104393.76,,135.0,25.0,1.3,103360.18,25.4,ODT22,4298,-122.60288,42.06332
387,11.7,2018-08-05 20:30:00,E,,4.9,12.5,3.51,89160.0,104393.76,,90.0,25.0,2.2,103385.47,24.9,ODT22,4298,-122.60288,42.06332
388,11.7,2018-08-05 21:00:00,S,,4.0,12.5,4.13,89160.0,104393.76,26.36,180.0,23.0,1.8,103279.92,27.0,ODT22,4298,-122.60288,42.06332
389,11.7,2018-08-05 21:15:00,NE,,3.6,12.5,5.24,89160.0,104393.76,26.59,45.0,24.0,1.8,103250.0,27.6,ODT22,4298,-122.60288,42.06332
390,11.7,2018-08-05 21:30:00,NE,,4.5,12.5,6.34,89160.0,104393.76,26.35,45.0,27.0,2.7,103284.8,26.9,ODT22,4298,-122.60288,42.06332
391,11.7,2018-08-05 21:45:00,NE,,6.3,12.5,5.65,89230.0,104475.72,,45.0,28.0,4.0,103436.2,25.5,ODT22,4298,-122.60288,42.06332
392,11.7,2018-08-05 22:15:00,NE,,5.4,12.5,6.08,89160.0,104393.76,,45.0,28.0,3.6,103329.87,26.0,ODT22,4298,-122.60288,42.06332
393,11.7,2018-08-05 22:30:00,N,,5.8,12.5,5.82,89160.0,104393.76,,0.0,28.0,4.0,103344.97,25.7,ODT22,4298,-122.60288,42.06332
394,11.7,2018-08-05 22:45:00,NE,,5.4,12.5,6.0,89160.0,104393.76,,45.0,28.0,4.0,103334.9,25.9,ODT22,4298,-122.60288,42.06332
395,11.7,2018-08-05 23:00:00,NE,,5.4,12.5,6.17,89160.0,104393.76,,45.0,28.0,2.7,103324.85,26.1,ODT22,4298,-122.60288,42.06332
396,11.7,2018-08-05 23:30:00,SE,,6.3,12.5,5.91,89160.0,104393.76,,135.0,28.0,1.3,103339.93,25.8,ODT22,4298,-122.60288,42.06332
397,11.7,2018-08-05 23:45:00,NE,,6.3,12.5,5.63,89160.0,104393.76,,45.0,29.0,4.0,103385.36,24.9,ODT22,4298,-122.60288,42.06332
398,11.7,2018-08-06 00:00:00,NE,,6.3,12.5,5.86,89160.0,104393.76,,45.0,30.0,4.0,103400.55,24.6,ODT22,4298,-122.60288,42.06332
399,11.7,2018-08-06 00:15:00,NE,,4.9,12.5,6.16,89160.0,104393.76,,45.0,31.0,2.7,103410.69,24.4,ODT22,4298,-122.60288,42.06332
400,11.7,2018-08-06 00:30:00,NE,,6.3,12.5,5.89,89160.0,104393.76,,45.0,31.0,4.0,103425.96,24.1,ODT22,4298,-122.60288,42.06332
401,11.7,2018-08-06 00:45:00,NE,,6.7,12.5,5.82,89160.0,104393.76,,45.0,32.0,4.0,103456.58,23.5,ODT22,4298,-122.60288,42.06332
402,11.7,2018-08-06 01:15:00,NE,,8.5,12.5,5.91,89060.0,104276.68,,45.0,32.0,5.4,103335.43,23.6,ODT22,4298,-122.60288,42.06332
403,11.7,2018-08-06 01:30:00,NE,,7.6,12.5,6.0,89060.0,104276.68,,45.0,33.0,5.4,103355.87,23.2,ODT22,4298,-122.60288,42.06332
404,11.7,2018-08-06 01:45:00,NE,,8.5,12.5,5.99,89060.0,104276.68,,45.0,34.0,4.9,103381.51,22.7,ODT22,4298,-122.60288,42.06332
405,11.7,2018-08-06 02:00:00,NE,,8.0,12.5,5.88,89060.0,104276.68,,45.0,35.0,4.0,103412.4,22.1,ODT22,4298,-122.60288,42.06332
406,11.7,2018-08-06 02:30:00,NE,28.2,5.8,12.5,6.06,89060.0,104276.68,,45.0,37.0,2.2,103448.59,21.4,ODT22,4298,-122.60288,42.06332
407,11.7,2018-08-06 02:45:00,NE,27.4,5.4,12.5,6.29,89160.0,104393.76,,45.0,39.0,2.2,103595.95,20.8,ODT22,4298,-122.60288,42.06332
408,11.7,2018-08-06 03:00:00,NE,26.5,5.8,12.5,6.47,89060.0,104276.68,,45.0,41.0,2.2,103511.06,20.2,ODT22,4298,-122.60288,42.06332
409,11.7,2018-08-06 03:30:00,NE,25.0,4.9,12.5,6.62,89160.0,104393.76,,45.0,43.0,1.8,103658.76,19.6,ODT22,4298,-122.60288,42.06332
410,11.7,2018-08-06 03:45:00,NE,24.5,6.3,12.5,6.83,89160.0,104393.76,,45.0,45.0,3.6,103685.08,19.1,ODT22,4298,-122.60288,42.06332
411,11.7,2018-08-06 04:00:00,NE,24.0,7.6,12.5,6.64,89160.0,104393.76,,45.0,45.0,2.7,103695.66,18.9,ODT22,4298,-122.60288,42.06332
412,11.7,2018-08-06 04:15:00,NE,23.6,6.3,12.5,6.78,89710.0,105037.73,,45.0,46.0,2.7,104345.96,18.7,ODT22,4298,-122.60288,42.06332
413,11.7,2018-08-06 04:30:00,NE,23.3,6.3,12.5,6.69,89060.0,104276.68,,45.0,46.0,2.7,103595.21,18.6,ODT22,4298,-122.60288,42.06332
414,11.7,2018-08-06 04:45:00,NE,22.9,3.6,12.5,6.67,89710.0,105037.73,,45.0,48.0,0.9,104388.7,17.9,ODT22,4298,-122.60288,42.06332
415,11.7,2018-08-06 05:00:00,NE,22.5,2.7,12.5,6.23,89160.0,104393.76,,45.0,49.0,0.4,103791.44,17.1,ODT22,4298,-122.60288,42.06332
416,11.7,2018-08-06 05:30:00,SE,21.9,2.7,12.5,5.86,89160.0,104393.76,,135.0,49.0,0.9,103812.91,16.7,ODT22,4298,-122.60288,42.06332
417,11.7,2018-08-06 05:45:00,E,21.6,1.8,12.5,5.68,89060.0,104276.68,,90.0,49.0,0.9,103707.22,16.5,ODT22,4298,-122.60288,42.06332
418,11.7,2018-08-06 06:00:00,SE,21.4,2.7,12.5,5.68,89160.0,104393.76,,135.0,49.0,1.3,103823.67,16.5,ODT22,4298,-122.60288,42.06332
419,11.7,2018-08-06 06:15:00,NE,21.2,3.1,12.5,5.77,89160.0,104393.76,,45.0,49.0,0.9,103818.29,16.6,ODT22,4298,-122.60288,42.06332
420,11.7,2018-08-06 06:45:00,E,20.6,1.8,12.5,5.31,89160.0,104393.76,,90.0,49.0,0.9,103845.24,16.1,ODT22,4298,-122.60288,42.06332
421,11.7,2018-08-06 07:00:00,E,20.5,1.3,12.5,5.51,89160.0,104393.76,,90.0,50.0,0.4,103850.62,16.0,ODT22,4298,-122.60288,42.06332
422,11.7,2018-08-06 07:15:00,E,20.1,1.8,12.5,5.52,89160.0,104393.76,,90.0,51.0,0.9,103866.83,15.7,ODT22,4298,-122.60288,42.06332
423,11.7,2018-08-06 07:30:00,NE,19.9,1.3,12.5,5.33,89160.0,104393.76,,45.0,51.0,0.4,103877.67,15.5,ODT22,4298,-122.60288,42.06332
424,11.7,2018-08-06 07:45:00,NE,19.8,1.3,12.5,5.52,89160.0,104393.76,,45.0,51.0,0.9,103866.83,15.7,ODT22,4298,-122.60288,42.06332
425,11.7,2018-08-06 08:00:00,NE,19.6,1.3,12.5,5.33,89160.0,104393.76,,45.0,51.0,0.9,103877.67,15.5,ODT22,4298,-122.60288,42.06332
426,11.7,2018-08-06 08:15:00,E,19.3,1.3,12.5,5.61,89160.0,104393.76,,90.0,52.0,0.4,103877.66,15.5,ODT22,4298,-122.60288,42.06332
427,11.7,2018-08-06 08:30:00,E,19.2,0.9,12.5,5.43,89160.0,104393.76,,90.0,52.0,0.4,103888.51,15.3,ODT22,4298,-122.60288,42.06332
428,11.7,2018-08-06 09:00:00,E,18.9,0.4,12.5,5.43,89160.0,104393.76,,90.0,53.0,,103904.81,15.0,ODT22,4298,-122.60288,42.06332
429,11.7,2018-08-06 09:15:00,E,18.7,0.4,12.5,5.43,89160.0,104393.76,,90.0,53.0,0.4,103904.81,15.0,ODT22,4298,-122.60288,42.06332
430,11.7,2018-08-06 09:30:00,SE,18.5,,12.5,5.51,89160.0,104393.76,,135.0,54.0,,103915.69,14.8,ODT22,4298,-122.60288,42.06332
431,11.7,2018-08-06 09:45:00,SE,18.4,,12.5,5.23,89160.0,104393.76,,135.0,54.0,,103932.06,14.5,ODT22,4298,-122.60288,42.06332
432,11.7,2018-08-06 10:00:00,SE,18.2,,12.5,5.14,89160.0,104393.76,,135.0,54.0,,103937.52,14.4,ODT22,4298,-122.60288,42.06332
433,11.7,2018-08-06 10:15:00,E,18.1,0.4,12.5,5.4,89060.0,104276.68,,90.0,55.0,,103820.94,14.4,ODT22,4298,-122.60288,42.06332
434,11.7,2018-08-06 10:30:00,SE,17.9,0.4,12.5,5.31,89060.0,104276.68,,135.0,55.0,0.4,103826.4,14.3,ODT22,4298,-122.60288,42.06332
435,11.7,2018-08-06 11:00:00,E,17.7,0.9,12.5,5.85,89060.0,104276.68,,90.0,56.0,0.4,103810.01,14.6,ODT22,4298,-122.60288,42.06332
436,11.7,2018-08-06 11:15:00,SE,17.6,0.4,12.5,5.73,89060.0,104276.68,,135.0,57.0,,103831.84,14.2,ODT22,4298,-122.60288,42.06332
437,11.7,2018-08-06 11:30:00,S,17.4,0.4,12.5,5.73,89160.0,104393.76,,180.0,57.0,,103948.42,14.2,ODT22,4298,-122.60288,42.06332
438,11.7,2018-08-06 11:45:00,SW,17.2,1.3,12.5,6.05,89160.0,104393.76,,225.0,59.0,0.4,103959.35,14.0,ODT22,4298,-122.60288,42.06332
439,11.7,2018-08-06 12:30:00,S,16.9,0.4,12.5,5.91,89160.0,104393.76,,180.0,60.0,0.4,103981.31,13.6,ODT22,4298,-122.60288,42.06332
440,11.7,2018-08-06 12:45:00,SE,16.8,0.4,12.5,6.06,89160.0,104393.76,,135.0,61.0,0.4,103986.8,13.5,ODT22,4298,-122.60288,42.06332
441,11.7,2018-08-06 13:00:00,SE,16.8,0.4,12.5,6.01,89160.0,104393.76,,135.0,62.0,,104003.31,13.2,ODT22,4298,-122.60288,42.06332
442,11.7,2018-08-06 13:30:00,SE,16.8,0.4,12.5,6.15,89160.0,104393.76,,135.0,63.0,,104008.82,13.1,ODT22,4298,-122.60288,42.06332
443,11.7,2018-08-06 13:45:00,SE,16.9,,12.5,6.34,89160.0,104393.76,,135.0,63.0,,103997.78,13.3,ODT22,4298,-122.60288,42.06332
444,11.7,2018-08-06 14:00:00,NE,17.2,,12.5,6.63,89230.0,104475.72,,45.0,63.0,,104062.9,13.6,ODT22,4298,-122.60288,42.06332
445,11.7,2018-08-06 14:15:00,NE,17.7,0.4,12.5,7.01,89060.0,104276.68,,45.0,63.0,,103842.7,14.0,ODT22,4298,-122.60288,42.06332
446,11.7,2018-08-06 14:30:00,NE,18.4,0.4,12.5,7.25,89160.0,104393.76,,45.0,62.0,0.4,103931.94,14.5,ODT22,4298,-122.60288,42.06332
447,11.7,2018-08-06 15:00:00,NE,20.2,1.3,12.5,7.42,89160.0,104393.76,,45.0,57.0,0.4,103850.51,16.0,ODT22,4298,-122.60288,42.06332
448,11.7,2018-08-06 15:15:00,NE,21.2,0.4,12.5,7.82,89160.0,104393.76,,45.0,56.0,,103812.79,16.7,ODT22,4298,-122.60288,42.06332
449,11.7,2018-08-06 15:30:00,NE,22.3,1.3,12.5,7.84,89160.0,104393.76,,45.0,54.0,0.9,103780.64,17.3,ODT22,4298,-122.60288,42.06332
450,11.7,2018-08-06 15:45:00,E,23.6,1.3,12.5,8.03,89160.0,104393.76,,90.0,53.0,0.4,103753.94,17.8,ODT22,4298,-122.60288,42.06332
451,11.7,2018-08-06 16:00:00,N,24.7,1.8,12.5,8.3,89160.0,104393.76,,0.0,51.0,0.9,103706.13,18.7,ODT22,4298,-122.60288,42.06332
452,11.7,2018-08-06 16:15:00,NE,25.9,1.8,12.5,8.45,89160.0,104393.76,,45.0,49.0,0.9,103663.9,19.5,ODT22,4298,-122.60288,42.06332
453,11.7,2018-08-06 16:30:00,NE,27.1,2.2,12.5,8.7,89160.0,104393.76,,45.0,48.0,1.8,103632.38,20.1,ODT22,4298,-122.60288,42.06332
454,11.7,2018-08-06 16:45:00,NE,28.3,2.7,12.5,8.51,89160.0,104393.76,,45.0,48.0,1.8,103642.88,19.9,ODT22,4298,-122.60288,42.06332
455,11.7,2018-08-06 17:15:00,NE,,3.6,12.5,8.38,89160.0,104393.76,,45.0,47.0,1.8,103632.4,20.1,ODT22,4298,-122.60288,42.06332
456,11.7,2018-08-06 17:30:00,N,,2.7,12.5,8.75,89160.0,104393.76,,0.0,47.0,1.8,103611.45,20.5,ODT22,4298,-122.60288,42.06332
457,11.7,2018-08-06 17:45:00,NE,,4.0,12.5,8.71,89160.0,104393.76,,45.0,46.0,2.7,103595.8,20.8,ODT22,4298,-122.60288,42.06332
458,11.7,2018-08-06 18:00:00,NE,,4.0,12.5,8.75,89160.0,104393.76,,45.0,45.0,1.8,103574.97,21.2,ODT22,4298,-122.60288,42.06332
459,11.7,2018-08-06 18:15:00,N,,4.5,12.5,9.02,89160.0,104393.76,,0.0,45.0,2.7,103559.38,21.5,ODT22,4298,-122.60288,42.06332
460,11.7,2018-08-06 18:45:00,N,,4.5,12.5,9.08,89160.0,104393.76,,0.0,43.0,2.7,103518.0,22.3,ODT22,4298,-122.60288,42.06332
461,11.7,2018-08-06 19:00:00,NE,,4.9,12.5,9.18,89160.0,104393.76,,45.0,42.0,3.1,103492.25,22.8,ODT22,4298,-122.60288,42.06332
462,11.7,2018-08-06 19:15:00,NE,,4.5,12.5,9.27,88990.0,104194.72,,45.0,42.0,1.8,103289.79,22.9,ODT22,4298,-122.60288,42.06332
463,11.7,2018-08-06 19:30:00,NE,,4.0,12.5,9.27,89060.0,104276.68,,45.0,42.0,1.8,103371.04,22.9,ODT22,4298,-122.60288,42.06332
464,11.7,2018-08-06 20:00:00,NE,,3.6,12.5,9.1,89060.0,104276.68,,45.0,41.0,2.2,103360.8,23.1,ODT22,4298,-122.60288,42.06332
465,11.7,2018-08-06 20:15:00,E,,4.0,12.5,9.18,89160.0,104393.76,,90.0,40.0,1.3,103451.26,23.6,ODT22,4298,-122.60288,42.06332
466,11.7,2018-08-06 20:30:00,NE,,5.4,12.5,9.18,89060.0,104276.68,,45.0,40.0,1.8,103335.23,23.6,ODT22,4298,-122.60288,42.06332
467,11.7,2018-08-06 20:45:00,NE,,5.4,12.5,9.17,89060.0,104276.68,,45.0,39.0,2.2,103314.85,24.0,ODT22,4298,-122.60288,42.06332
468,11.7,2018-08-06 21:00:00,NE,,4.0,12.5,9.44,88990.0,104194.72,,45.0,39.0,1.8,103218.39,24.3,ODT22,4298,-122.60288,42.06332
469,11.7,2018-08-06 21:30:00,NE,,5.4,12.5,9.71,88990.0,104194.72,,45.0,39.0,1.8,103203.16,24.6,ODT22,4298,-122.60288,42.06332
470,11.7,2018-08-06 21:45:00,NE,,5.4,12.5,9.86,89160.0,104393.76,,45.0,38.0,2.7,103369.93,25.2,ODT22,4298,-122.60288,42.06332
471,11.7,2018-08-06 22:00:00,NE,,5.4,12.5,9.95,89160.0,104393.76,,45.0,38.0,3.1,103364.88,25.3,ODT22,4298,-122.60288,42.06332
472,11.7,2018-08-06 22:15:00,NE,,5.8,12.5,9.77,89160.0,104393.76,,45.0,38.0,3.6,103374.99,25.1,ODT22,4298,-122.60288,42.06332
473,11.7,2018-08-06 22:30:00,NE,,6.3,12.5,9.91,89160.0,104393.76,,45.0,37.0,2.7,103344.72,25.7,ODT22,4298,-122.60288,42.06332
474,11.7,2018-08-06 22:45:00,NE,,7.2,12.5,9.73,89770.0,105107.99,,45.0,37.0,5.4,104061.93,25.5,ODT22,4298,-122.60288,42.06332
475,11.7,2018-08-06 23:15:00,NE,,7.2,12.5,9.23,89770.0,105107.99,,45.0,36.0,4.0,104067.04,25.4,ODT22,4298,-122.60288,42.06332
476,11.7,2018-08-06 23:30:00,NE,,5.8,12.5,9.35,88990.0,104194.72,,45.0,35.0,1.3,103132.65,26.0,ODT22,4298,-122.60288,42.06332
477,11.7,2018-08-06 23:45:00,NE,,5.4,12.5,8.92,88990.0,104194.72,,45.0,34.0,3.6,103132.68,26.0,ODT22,4298,-122.60288,42.06332
478,11.7,2018-08-07 00:00:00,NE,,8.5,12.5,8.73,89160.0,104393.76,,45.0,35.0,4.9,103364.96,25.3,ODT22,4298,-122.60288,42.06332
479,11.7,2018-08-07 00:15:00,NE,,7.2,12.5,8.9,89160.0,104393.76,,45.0,35.0,3.6,103354.86,25.5,ODT22,4298,-122.60288,42.06332
480,11.7,2018-08-07 00:45:00,NE,,6.7,12.5,8.73,89160.0,104393.76,,45.0,35.0,2.7,103364.96,25.3,ODT22,4298,-122.60288,42.06332
481,11.7,2018-08-07 01:00:00,NE,,9.8,12.5,8.19,89160.0,104393.76,,45.0,35.0,5.4,103395.35,24.7,ODT22,4298,-122.60288,42.06332
482,11.7,2018-08-07 01:15:00,NE,,9.4,12.5,8.19,89160.0,104393.76,,45.0,35.0,7.2,103395.35,24.7,ODT22,4298,-122.60288,42.06332
483,11.7,2018-08-07 01:30:00,NE,,7.2,12.5,8.19,89160.0,104393.76,,45.0,35.0,4.5,103395.35,24.7,ODT22,4298,-122.60288,42.06332
484,11.7,2018-08-07 01:45:00,NE,,9.4,12.5,7.32,89160.0,104393.76,,45.0,34.0,6.3,103420.79,24.2,ODT22,4298,-122.60288,42.06332
485,11.7,2018-08-07 02:15:00,NE,29.8,8.5,12.5,6.88,89160.0,104393.76,,45.0,34.0,6.3,103446.3,23.7,ODT22,4298,-122.60288,42.06332
486,11.7,2018-08-07 02:30:00,NE,28.9,7.2,12.5,7.12,89160.0,104393.76,,45.0,35.0,4.0,103456.5,23.5,ODT22,4298,-122.60288,42.06332
487,11.7,2018-08-07 02:45:00,NE,28.3,7.2,12.5,7.04,89160.0,104393.76,,45.0,35.0,5.4,103461.62,23.4,ODT22,4298,-122.60288,42.06332
488,11.7,2018-08-07 03:00:00,NE,27.7,7.2,12.5,6.86,89160.0,104393.76,,45.0,35.0,4.9,103471.88,23.2,ODT22,4298,-122.60288,42.06332
489,11.7,2018-08-07 03:15:00,NE,27.1,5.8,12.5,6.91,89160.0,104393.76,,45.0,36.0,3.6,103492.4,22.8,ODT22,4298,-122.60288,42.06332
490,11.7,2018-08-07 03:30:00,NE,26.4,5.4,12.5,6.69,89160.0,104393.76,,45.0,37.0,2.7,103528.47,22.1,ODT22,4298,-122.60288,42.06332
491,11.7,2018-08-07 03:45:00,E,25.8,4.5,12.5,6.72,89160.0,104393.76,,90.0,38.0,1.3,103549.16,21.7,ODT22,4298,-122.60288,42.06332
492,11.7,2018-08-07 04:00:00,E,25.1,3.6,12.5,6.02,89160.0,104393.76,,90.0,39.0,1.3,103611.62,20.5,ODT22,4298,-122.60288,42.06332
493,11.7,2018-08-07 04:30:00,NE,24.3,4.0,12.5,6.02,89160.0,104393.76,,45.0,41.0,1.8,103653.53,19.7,ODT22,4298,-122.60288,42.06332
494,11.7,2018-08-07 04:45:00,E,23.8,4.0,12.5,5.66,89160.0,104393.76,,90.0,41.0,1.3,103674.6,19.3,ODT22,4298,-122.60288,42.06332
495,11.7,2018-08-07 05:00:00,NE,23.5,2.7,12.5,5.55,89160.0,104393.76,,45.0,42.0,1.3,103701.01,18.8,ODT22,4298,-122.60288,42.06332
496,11.7,2018-08-07 05:15:00,E,23.5,2.7,12.5,5.55,89060.0,104276.68,,90.0,42.0,0.9,103584.7,18.8,ODT22,4298,-122.60288,42.06332
497,11.7,2018-08-07 05:30:00,NE,23.0,3.1,12.5,5.73,89060.0,104276.68,,45.0,42.0,0.4,103574.13,19.0,ODT22,4298,-122.60288,42.06332
498,11.7,2018-08-07 05:45:00,E,22.7,2.7,12.5,5.46,89060.0,104276.68,,90.0,42.0,0.4,103589.99,18.7,ODT22,4298,-122.60288,42.06332
499,11.7,2018-08-07 06:15:00,NE,22.0,1.8,12.5,5.82,89060.0,104276.68,,45.0,45.0,0.9,103627.07,18.0,ODT22,4298,-122.60288,42.06332
500,11.7,2018-08-07 06:30:00,E,21.8,2.7,12.5,5.91,89060.0,104276.68,,90.0,45.0,0.9,103621.75,18.1,ODT22,4298,-122.60288,42.06332
501,11.7,2018-08-07 06:45:00,E,21.5,3.1,12.5,6.05,89160.0,104393.76,,90.0,46.0,1.3,103748.74,17.9,ODT22,4298,-122.60288,42.06332
502,11.7,2018-08-07 07:00:00,NE,21.2,2.7,12.5,5.87,89160.0,104393.76,,45.0,46.0,0.9,103759.4,17.7,ODT22,4298,-122.60288,42.06332
503,11.7,2018-08-07 07:15:00,E,21.0,2.7,12.5,6.18,89160.0,104393.76,,90.0,47.0,0.9,103759.38,17.7,ODT22,4298,-122.60288,42.06332
504,11.7,2018-08-07 07:30:00,E,20.8,2.7,12.5,6.36,89160.0,104393.76,,90.0,47.0,1.3,103748.72,17.9,ODT22,4298,-122.60288,42.06332
505,11.7,2018-08-07 08:00:00,E,20.5,2.7,12.5,6.12,89160.0,104393.76,,90.0,48.0,1.3,103780.74,17.3,ODT22,4298,-122.60288,42.06332
506,11.7,2018-08-07 08:15:00,NE,20.4,2.7,12.5,6.02,89230.0,104475.72,,45.0,48.0,1.3,103867.58,17.2,ODT22,4298,-122.60288,42.06332
507,11.7,2018-08-07 08:30:00,E,20.1,1.8,12.5,6.02,89710.0,105037.73,,90.0,48.0,0.9,104426.33,17.2,ODT22,4298,-122.60288,42.06332
508,11.7,2018-08-07 08:45:00,NE,19.9,3.6,12.5,6.23,89060.0,104276.68,,45.0,49.0,1.8,103675.03,17.1,ODT22,4298,-122.60288,42.06332
509,11.7,2018-08-07 09:00:00,E,19.8,1.8,12.5,5.96,89160.0,104393.76,,90.0,49.0,0.9,103807.54,16.8,ODT22,4298,-122.60288,42.06332
510,11.7,2018-08-07 09:15:00,NE,19.7,1.8,12.5,5.86,89160.0,104393.76,,45.0,49.0,0.9,103812.91,16.7,ODT22,4298,-122.60288,42.06332
511,11.7,2018-08-07 09:30:00,NE,19.4,1.3,12.5,5.97,89160.0,104393.76,,45.0,50.0,0.4,103823.65,16.5,ODT22,4298,-122.60288,42.06332
512,11.7,2018-08-07 10:00:00,NE,19.2,1.8,12.5,6.16,89160.0,104393.76,,45.0,50.0,0.4,103812.89,16.7,ODT22,4298,-122.60288,42.06332
513,11.7,2018-08-07 10:15:00,NE,19.0,1.8,12.5,5.97,89160.0,104393.76,,45.0,50.0,0.9,103823.65,16.5,ODT22,4298,-122.60288,42.06332
514,11.7,2018-08-07 10:30:00,E,18.9,1.8,12.5,5.98,89160.0,104393.76,,90.0,51.0,0.4,103839.81,16.2,ODT22,4298,-122.60288,42.06332
515,11.7,2018-08-07 10:45:00,NE,18.7,1.3,12.5,5.89,89160.0,104393.76,,45.0,52.0,0.9,103861.4,15.8,ODT22,4298,-122.60288,42.06332
516,11.7,2018-08-07 11:15:00,E,18.4,1.3,12.5,6.07,89160.0,104393.76,,90.0,54.0,0.4,103883.05,15.4,ODT22,4298,-122.60288,42.06332
517,11.7,2018-08-07 11:30:00,E,18.2,0.9,12.5,5.96,89160.0,104393.76,,90.0,55.0,0.4,103904.78,15.0,ODT22,4298,-122.60288,42.06332
518,11.7,2018-08-07 11:45:00,N,18.1,0.4,12.5,5.96,89160.0,104393.76,,0.0,55.0,,103904.78,15.0,ODT22,4298,-122.60288,42.06332
519,11.7,2018-08-07 12:00:00,NE,18.1,0.9,12.5,6.15,89160.0,104393.76,,45.0,55.0,0.4,103893.9,15.2,ODT22,4298,-122.60288,42.06332
520,11.7,2018-08-07 12:30:00,SE,17.8,0.9,12.5,6.32,89160.0,104393.76,,135.0,56.0,,103899.32,15.1,ODT22,4298,-122.60288,42.06332
521,11.7,2018-08-07 12:45:00,SE,17.7,0.4,12.5,6.32,89160.0,104393.76,,135.0,56.0,0.4,103899.32,15.1,ODT22,4298,-122.60288,42.06332
522,11.7,2018-08-07 13:00:00,SE,18.0,0.9,12.5,6.13,89160.0,104393.76,,135.0,56.0,0.4,103910.21,14.9,ODT22,4298,-122.60288,42.06332
523,11.7,2018-08-07 13:15:00,E,17.8,0.4,12.5,6.2,89160.0,104393.76,,90.0,57.0,,103921.1,14.7,ODT22,4298,-122.60288,42.06332
524,11.7,2018-08-07 13:30:00,E,17.8,0.4,12.5,6.48,89160.0,104393.76,,90.0,57.0,0.4,103904.75,15.0,ODT22,4298,-122.60288,42.06332
525,11.7,2018-08-07 13:45:00,E,18.0,0.9,12.5,6.77,89060.0,104276.68,,90.0,57.0,,103771.91,15.3,ODT22,4298,-122.60288,42.06332
526,11.7,2018-08-07 14:15:00,NE,18.7,0.4,12.5,7.14,89060.0,104276.68,,45.0,57.0,,103750.24,15.7,ODT22,4298,-122.60288,42.06332
527,11.7,2018-08-07 14:30:00,NE,19.4,0.9,12.5,7.26,89060.0,104276.68,,45.0,56.0,0.4,103728.65,16.1,ODT22,4298,-122.60288,42.06332
528,11.7,2018-08-07 14:45:00,NE,20.4,0.4,12.5,7.63,89160.0,104393.76,,45.0,56.0,0.4,103823.55,16.5,ODT22,4298,-122.60288,42.06332
529,11.7,2018-08-07 15:15:00,NE,22.5,1.3,12.5,7.94,89060.0,104276.68,,45.0,52.0,0.4,103626.94,18.0,ODT22,4298,-122.60288,42.06332
530,11.7,2018-08-07 15:30:00,NE,23.7,1.8,12.5,7.8,89060.0,104276.68,,45.0,49.0,1.3,103584.56,18.8,ODT22,4298,-122.60288,42.06332
531,11.7,2018-08-07 15:45:00,N,24.9,1.8,12.5,8.26,89160.0,104393.76,,0.0,49.0,0.9,103674.45,19.3,ODT22,4298,-122.60288,42.06332
532,11.7,2018-08-07 16:00:00,N,26.0,0.9,12.5,8.66,89160.0,104393.76,,0.0,47.0,0.4,103616.68,20.4,ODT22,4298,-122.60288,42.06332
533,11.7,2018-08-07 16:15:00,SW,27.5,0.4,12.5,9.11,89160.0,104393.76,,225.0,45.0,,103554.19,21.6,ODT22,4298,-122.60288,42.06332
534,11.7,2018-08-07 16:30:00,W,28.4,2.7,12.5,8.66,89160.0,104393.76,,270.0,45.0,1.8,103580.18,21.1,ODT22,4298,-122.60288,42.06332
535,11.7,2018-08-07 17:00:00,SW,,2.7,12.5,8.71,89230.0,104475.72,,225.0,43.0,2.2,103619.97,21.9,ODT22,4298,-122.60288,42.06332
